,bov,skill,agility,power,mentality,defending,goalkeeping,total_stats
6930,72,18.24828759089466,79.0,349,337,5.25227342804663,4.04305126783455,1951
6931,68,16.881943016134134,58.0,319,308,5.0689042022202315,3.9318256327243257,1730
6932,75,19.235384061671343,77.0,339,323,5.0689042022202315,3.784189633918261,1931
6933,75,18.35755975068582,80.0,365,317,5.181783550292085,3.9512437185814275,1969
6934,70,18.0,72.0,368,336,5.204006687076795,4.110873864173311,1921
6935,63,17.69180601295413,71.0,344,305,4.867534450455582,3.7376696182833684,1722
6936,67,17.97220075561143,80.0,348,313,5.209486152841421,3.9512437185814275,1891
6937,64,17.663521732655695,70.0,330,305,5.062595033026967,4.143134726391533,1786
6938,65,16.61324772583615,65.0,312,278,5.075173815233827,4.143134726391533,1695
6939,75,18.466185312619388,81.0,399,354,5.407171771460119,4.127134385045092,2134
6940,67,17.11724276862369,81.0,322,280,5.159055299214529,3.9512437185814275,1743
6941,68,17.435595774162696,67.0,309,311,5.176149732573829,4.0943445622221,1774
6942,72,18.867962264113206,74.0,347,338,5.181783550292085,3.871201010907891,1954
6943,60,16.492422502470642,71.0,265,277,5.147494476813453,4.02535169073515,1622
6944,67,18.16590212458495,67.0,312,293,5.220355825078324,4.007333185232471,1833
6945,65,16.431676725154983,80.0,307,305,5.181783550292085,4.02535169073515,1731
6946,66,18.547236990991408,67.0,324,306,4.962844630259907,4.204692619390966,1823
6947,68,18.027756377319946,72.0,290,287,5.093750200806762,3.970291913552122,1754
6948,71,18.627936010197157,72.0,359,340,5.10594547390058,3.8501476017100584,1933
6949,63,16.941074346097416,72.0,283,290,5.1298987149230735,4.0943445622221,1711
6950,69,18.2208671582886,69.0,381,306,5.181783550292085,4.290459441148391,1953
6951,66,17.60681686165901,68.0,304,289,5.075173815233827,3.9318256327243257,1721
6952,84,19.87460691435179,78.0,337,342,5.356586274672012,3.912023005428146,2080
6953,64,17.74823934929885,73.0,315,301,5.1298987149230735,3.9318256327243257,1792
6954,71,18.841443681416774,77.0,358,285,5.043425116919247,3.871201010907891,1846
6955,79,19.44222209522358,72.0,344,351,5.313205979041787,3.7612001156935624,1958
6956,67,18.49324200890693,75.0,294,277,5.087596335232384,4.110873864173311,1766
6957,75,19.1049731745428,82.0,385,356,5.181783550292085,4.143134726391533,2033
6958,60,16.34013463836819,58.0,285,251,5.123963979403259,3.8501476017100584,1604
6959,69,16.278820596099706,75.0,312,298,5.135798437050262,3.871201010907891,1704
6960,81,20.12461179749811,68.0,365,362,5.3230099791384085,3.7376696182833684,2090
6961,71,18.49324200890693,83.0,328,327,5.043425116919247,3.9889840465642745,1876
6962,74,19.05255888325765,74.0,315,352,5.318119993844216,4.07753744390572,1996
6963,82,20.518284528683193,76.0,326,396,5.25227342804663,3.7376696182833684,2129
6964,70,17.26267650163207,66.0,287,295,5.14166355650266,3.912023005428146,1724
6965,71,17.26267650163207,81.0,354,299,5.272999558563747,3.970291913552122,1857
6966,70,18.65475810617763,69.0,363,325,5.308267697401205,3.8066624897703196,1946
6967,75,19.078784028338912,73.0,377,359,5.3471075307174685,4.0943445622221,2077
6968,86,19.544820285692065,73.0,407,388,5.44673737166631,3.9318256327243257,2213
6969,67,17.0,74.0,318,274,4.997212273764115,3.9889840465642745,1721
6970,70,17.69180601295413,78.0,323,281,4.897839799950911,3.6635616461296463,1719
6971,67,18.439088914585774,69.0,324,316,5.247024072160486,3.9889840465642745,1856
6972,78,19.849433241279208,67.0,332,379,5.278114659230517,4.060443010546419,2018
6973,83,20.29778313018444,82.0,342,386,5.225746673713202,4.219507705176107,2144
6974,59,15.684387141358123,69.0,244,258,4.7535901911063645,4.02535169073515,1485
6975,77,18.708286933869708,89.0,367,338,5.225746673713202,4.04305126783455,2048
6976,71,18.16590212458495,75.0,311,297,5.262690188904886,3.9318256327243257,1829
6977,57,16.186414056238647,64.0,207,238,4.812184355372417,3.8501476017100584,1425
6978,72,17.72004514666935,74.0,322,305,5.081404364984463,3.871201010907891,1817
6979,67,17.26267650163207,71.0,304,272,4.77912349311153,3.871201010907891,1665
6980,74,18.81488772222678,73.0,347,306,4.812184355372417,3.828641396489095,1863
6981,69,18.16590212458495,88.0,362,303,5.176149732573829,3.912023005428146,1897
6982,55,15.84297951775486,75.0,257,258,4.8283137373023015,4.060443010546419,1501
6983,68,17.804493814764857,69.0,247,289,5.10594547390058,3.9889840465642745,1693
6984,81,19.697715603592208,78.0,307,347,5.225746673713202,3.7376696182833684,1969
6985,66,18.57417562100671,65.0,325,303,4.941642422609304,3.871201010907891,1765
6986,69,18.0,77.0,314,295,5.117993812416755,3.8918202981106265,1809
6987,67,17.663521732655695,82.0,344,301,5.123963979403259,4.060443010546419,1839
6988,73,19.183326093250876,81.0,336,292,5.049856007249537,3.8501476017100584,1876
6989,74,18.520259177452132,78.0,307,345,5.267858159063328,3.912023005428146,1919
6990,71,19.390719429665317,60.0,330,336,4.77912349311153,3.7612001156935624,1853
6991,74,18.920887928424502,64.0,367,343,5.389071729816501,3.58351893845611,1977
6992,67,16.97056274847714,67.0,322,290,5.181783550292085,3.9512437185814275,1729
6993,56,14.966629547095765,62.0,302,238,4.990432586778736,4.02535169073515,1518
6994,64,17.72004514666935,75.0,334,298,5.043425116919247,3.9318256327243257,1798
6995,66,17.146428199482248,75.0,270,295,5.267858159063328,4.007333185232471,1694
6996,65,17.4928556845359,59.0,268,261,5.075173815233827,3.4965075614664802,1608
6997,72,18.894443627691185,77.0,369,309,5.262690188904886,4.110873864173311,1977
6998,63,16.0312195418814,71.0,298,270,5.087596335232384,4.007333185232471,1640
6999,60,16.24807680927192,70.0,269,272,5.123963979403259,4.02535169073515,1619
7000,63,16.30950643030009,76.0,297,273,5.081404364984463,3.828641396489095,1664
7001,62,16.822603841260722,70.0,337,285,5.1647859739235145,3.9889840465642745,1764
7002,69,16.97056274847714,79.0,282,289,5.176149732573829,4.07753744390572,1731
7003,63,16.941074346097416,64.0,360,300,5.159055299214529,3.912023005428146,1772
7004,71,17.175564037317667,78.0,314,278,5.081404364984463,3.5263605246161616,1741
7005,66,17.776388834631177,77.0,277,309,5.14166355650266,3.871201010907891,1751
7006,61,16.881943016134134,54.0,286,244,5.1298987149230735,3.871201010907891,1557
7007,65,16.3707055437449,81.0,333,260,5.062595033026967,4.04305126783455,1667
7008,66,17.349351572897472,83.0,313,281,5.135798437050262,4.143134726391533,1782
7009,71,18.520259177452132,69.0,369,337,5.220355825078324,3.8066624897703196,1945
7010,69,17.86057109949175,61.0,328,321,5.278114659230517,3.9318256327243257,1812
7011,62,17.776388834631177,64.0,279,252,4.941642422609304,3.8918202981106265,1618
7012,70,17.05872210923198,77.0,340,296,5.272999558563747,4.007333185232471,1833
7013,70,17.663521732655695,72.0,298,328,5.293304824724492,3.970291913552122,1794
7014,81,19.849433241279208,70.0,371,404,5.4638318050256105,3.8066624897703196,2167
7015,64,18.05547008526779,83.0,316,308,5.176149732573829,4.07753744390572,1819
7016,54,15.264337522473747,63.0,238,228,4.976733742420574,3.8501476017100584,1424
7017,68,17.029386365926403,80.0,335,281,5.198497031265826,3.9318256327243257,1786
7018,64,16.61324772583615,61.0,269,256,4.955827057601261,3.6888794541139363,1551
7019,62,17.204650534085253,68.0,294,279,5.043425116919247,3.8066624897703196,1669
7020,59,16.431676725154983,72.0,308,256,5.10594547390058,3.970291913552122,1600
7021,67,17.08800749063506,76.0,309,279,5.093750200806762,3.828641396489095,1697
7022,72,18.841443681416774,78.0,366,335,5.2574953720277815,3.9512437185814275,2021
7023,71,18.520259177452132,81.0,395,336,5.298317366548036,4.127134385045092,2032
7024,74,18.708286933869708,78.0,335,326,5.356586274672012,3.713572066704308,1960
7025,67,17.916472867168917,67.0,279,273,5.111987788356544,4.04305126783455,1676
7026,64,16.431676725154983,79.0,289,221,4.624972813284271,3.8501476017100584,1532
7027,66,16.703293088490067,82.0,274,281,5.123963979403259,3.784189633918261,1647
7028,64,17.11724276862369,69.0,237,239,5.0238805208462765,3.8066624897703196,1569
7029,76,19.0,74.0,332,329,5.337538079701318,4.060443010546419,1984
7030,76,18.920887928424502,79.0,368,345,5.209486152841421,3.7612001156935624,1984
7031,65,16.1245154965971,67.0,260,262,5.262690188904886,3.9318256327243257,1625
7032,75,19.078784028338912,77.0,343,334,5.337538079701318,3.713572066704308,1983
7033,68,18.027756377319946,66.0,276,272,5.204006687076795,3.9512437185814275,1733
7034,67,17.635192088548397,60.0,306,290,5.117993812416755,3.6635616461296463,1717
7035,66,17.74823934929885,57.0,364,316,5.043425116919247,3.9512437185814275,1811
7036,71,18.57417562100671,69.0,362,347,5.236441962829949,3.8918202981106265,1999
7037,63,16.64331697709324,74.0,303,253,4.919980925828125,3.8066624897703196,1619
7038,58,15.620499351813308,60.0,228,239,4.9344739331306915,3.828641396489095,1414
7039,60,16.186414056238647,70.0,267,234,4.90527477843843,3.6375861597263857,1510
7040,69,17.804493814764857,73.0,314,300,5.159055299214529,3.912023005428146,1815
7041,68,18.867962264113206,83.0,302,321,5.0369526024136295,3.9512437185814275,1850
7042,71,17.11724276862369,67.0,336,286,5.153291594497779,4.007333185232471,1765
7043,61,15.905973720586866,69.0,273,254,4.941642422609304,3.9889840465642745,1552
7044,77,19.209372712298546,76.0,375,357,5.389071729816501,3.8066624897703196,2076
7045,72,18.601075237738275,76.0,338,310,5.056245805348308,3.828641396489095,1845
7046,73,18.894443627691185,77.0,338,331,5.327876168789581,3.713572066704308,1949
7047,71,18.35755975068582,78.0,336,314,5.278114659230517,4.0943445622221,1939
7048,72,18.193405398660254,68.0,375,307,5.241747015059643,3.6888794541139363,1898
7049,53,15.0996688705415,72.0,263,239,4.836281906951478,3.8918202981106265,1439
7050,64,17.26267650163207,78.0,364,326,5.14166355650266,3.9318256327243257,1869
7051,70,17.26267650163207,73.0,367,329,5.2574953720277815,3.9512437185814275,1914
7052,62,16.703293088490067,65.0,288,270,5.093750200806762,4.127134385045092,1624
7053,64,16.881943016134134,74.0,303,257,4.962844630259907,4.04305126783455,1652
7054,71,18.81488772222678,71.0,338,329,4.969813299576001,3.9512437185814275,1900
7055,73,18.894443627691185,75.0,326,324,4.59511985013459,4.02535169073515,1840
7056,72,17.804493814764857,70.0,369,324,5.081404364984463,4.204692619390966,1923
7057,67,18.384776310850235,74.0,316,301,4.882801922586371,3.8501476017100584,1763
7058,65,17.320508075688775,62.0,324,271,5.10594547390058,3.9318256327243257,1683
7059,79,18.601075237738275,79.0,386,356,5.327876168789581,3.6375861597263857,2064
7060,76,18.601075237738275,85.0,358,347,5.220355825078324,3.8501476017100584,1999
7061,64,17.029386365926403,82.0,300,262,4.919980925828125,4.060443010546419,1709
7062,71,17.52141546793523,75.0,340,312,5.298317366548036,4.02535169073515,1842
7063,76,18.681541692269406,76.0,323,345,5.170483995038151,3.9318256327243257,1897
7064,68,17.832554500127006,68.0,336,331,5.25227342804663,4.04305126783455,1888
7065,67,16.73320053068151,71.0,378,299,5.247024072160486,3.9889840465642745,1827
7066,69,18.520259177452132,71.0,323,320,5.241747015059643,4.04305126783455,1892
7067,78,19.0,86.0,388,351,5.272999558563747,3.9889840465642745,2117
7068,78,19.026297590440446,71.0,305,355,5.3471075307174685,4.007333185232471,1969
7069,69,17.46424919657298,72.0,297,269,5.181783550292085,3.8066624897703196,1708
7070,71,18.65475810617763,85.0,360,349,5.298317366548036,3.713572066704308,1992
7071,72,19.183326093250876,76.0,356,331,5.0689042022202315,3.9512437185814275,1964
7072,81,19.390719429665317,76.0,407,373,5.3471075307174685,3.912023005428146,2164
7073,64,16.941074346097416,75.0,295,271,5.003946305945459,3.9889840465642745,1649
7074,72,18.681541692269406,66.0,334,336,5.272999558563747,4.07753744390572,1933
7075,71,18.627936010197157,81.0,337,297,5.214935757608986,4.02535169073515,1884
7076,85,20.248456731316587,73.0,395,385,5.41610040220442,3.9889840465642745,2205
7077,62,16.61324772583615,72.0,300,257,4.852030263919617,3.912023005428146,1612
7078,69,17.4928556845359,76.0,320,289,5.043425116919247,3.828641396489095,1748
7079,69,17.0,69.0,341,314,5.220355825078324,4.127134385045092,1834
7080,70,17.60681686165901,79.0,322,288,4.990432586778736,3.9889840465642745,1797
7081,66,17.97220075561143,72.0,310,280,4.844187086458591,3.9318256327243257,1715
7082,69,17.72004514666935,81.0,285,333,5.1298987149230735,3.970291913552122,1817
7083,66,17.549928774784245,64.0,318,303,5.0369526024136295,4.007333185232471,1742
7084,63,15.937377450509228,70.0,319,281,4.897839799950911,3.828641396489095,1618
7085,69,18.439088914585774,75.0,306,292,5.043425116919247,3.912023005428146,1765
7086,63,16.881943016134134,64.0,292,277,5.075173815233827,3.871201010907891,1651
7087,64,17.378147196982766,60.0,302,274,5.198497031265826,3.871201010907891,1673
7088,67,16.46207763315433,76.0,345,281,4.919980925828125,4.219507705176107,1730
7089,70,17.804493814764857,52.0,309,315,5.278114659230517,3.7376696182833684,1775
7090,65,16.278820596099706,79.0,275,263,5.0689042022202315,3.8918202981106265,1650
7091,65,17.26267650163207,85.0,241,258,5.0369526024136295,4.007333185232471,1636
7092,77,18.867962264113206,86.0,340,321,5.170483995038151,3.9512437185814275,1965
7093,75,18.65475810617763,74.0,356,332,5.236441962829949,3.970291913552122,1962
7094,84,19.44222209522358,75.0,382,391,5.4510384535657,3.9318256327243257,2190
7095,65,16.673332000533065,87.0,319,262,5.062595033026967,4.007333185232471,1712
7096,67,17.175564037317667,72.0,322,287,5.19295685089021,3.9318256327243257,1771
7097,62,17.291616465790582,70.0,283,269,5.003946305945459,3.7376696182833684,1628
7098,57,15.620499351813308,55.0,264,247,4.997212273764115,3.8066624897703196,1464
7099,69,17.549928774784245,81.0,333,309,5.262690188904886,3.8918202981106265,1861
7100,74,17.549928774784245,90.0,312,332,5.303304908059076,3.9889840465642745,1929
7101,75,18.947295321496416,84.0,345,316,4.653960350157523,4.07753744390572,1913
7102,73,19.078784028338912,77.0,311,317,5.231108616854587,4.060443010546419,1913
7103,77,19.131126469708992,94.0,329,359,5.030437921392435,4.127134385045092,2013
7104,78,19.4164878389476,93.0,347,330,5.1298987149230735,3.9512437185814275,2010
7105,71,17.26267650163207,71.0,312,294,5.056245805348308,3.871201010907891,1719
7106,70,17.578395831246947,67.0,348,292,5.0238805208462765,3.970291913552122,1797
7107,72,18.627936010197157,43.0,352,353,5.231108616854587,4.07753744390572,1888
7108,55,15.811388300841896,66.0,235,205,4.74493212836325,4.04305126783455,1376
7109,69,18.16590212458495,64.0,353,314,5.1647859739235145,4.02535169073515,1872
7110,65,16.76305461424021,74.0,321,279,5.030437921392435,4.110873864173311,1696
7111,53,15.264337522473747,67.0,272,224,4.948759890378168,3.6888794541139363,1441
7112,63,17.08800749063506,80.0,332,275,5.123963979403259,3.8501476017100584,1762
7113,57,16.06237840420901,62.0,230,234,4.8283137373023015,3.8501476017100584,1428
7114,66,17.175564037317667,60.0,329,305,5.204006687076795,3.828641396489095,1755
7115,66,17.776388834631177,76.0,351,321,4.969813299576001,3.9512437185814275,1840
7116,56,14.7648230602334,62.0,307,241,4.709530201312334,3.9512437185814275,1490
7117,66,17.69180601295413,71.0,371,310,5.225746673713202,4.04305126783455,1886
7118,54,7.745966692414834,28.0,180,91,3.4011973816621555,5.62040086571715,877
7119,66,9.746794344808963,35.0,226,102,3.784189633918261,5.7899601708972535,1109
7120,62,9.219544457292887,32.0,211,123,3.5553480614894135,5.726847747587197,1093
7121,64,9.327379053088816,31.0,178,109,3.828641396489095,5.755742213586912,1037
7122,51,8.0,28.0,152,60,3.367295829986474,5.54907608489522,753
7123,68,11.445523142259598,39.0,228,130,4.2626798770413155,5.831882477283517,1239
7124,66,10.677078252031311,42.0,226,103,3.828641396489095,5.7899601708972535,1124
7125,63,8.94427190999916,33.0,163,89,3.4339872044851463,5.768320995793772,913
7126,70,8.660254037844387,26.0,169,99,3.5263605246161616,5.780743515792329,915
7127,58,9.848857801796104,37.0,199,84,3.58351893845611,5.683579767338681,924
7128,58,8.48528137423857,23.0,182,90,3.2188758248682006,5.652489180268651,861
7129,60,8.888194417315589,45.0,218,94,3.871201010907891,5.68697535633982,1038
7130,69,11.045361017187261,41.0,205,96,3.5553480614894135,5.883322388488279,1152
7131,72,8.602325267042627,33.0,248,142,3.784189633918261,5.860786223465865,1206
7132,67,9.695359714832659,32.0,236,113,3.6375861597263857,5.82600010738045,1091
7133,66,10.198039027185569,32.0,180,89,3.5263605246161616,5.780743515792329,1003
7134,69,9.797958971132712,42.0,213,108,3.7376696182833684,5.8289456176102075,1090
7135,62,8.246211251235321,39.0,196,97,3.6109179126442243,5.720311776607412,991
7136,65,9.0,38.0,212,91,3.6888794541139363,5.768320995793772,1041
7137,57,8.06225774829855,39.0,173,81,3.4339872044851463,5.645446897643238,844
7138,77,10.099504938362077,35.0,228,164,3.6375861597263857,5.918893854273146,1256
7139,76,8.94427190999916,33.0,225,128,3.713572066704308,5.918893854273146,1104
7140,77,9.327379053088816,65.0,262,126,3.9318256327243257,5.921578419643816,1293
7141,49,7.416198487095663,31.0,160,87,3.367295829986474,5.501258210544727,794
7142,65,9.055385138137417,40.0,227,136,3.6375861597263857,5.7899601708972535,1125
7143,65,9.486832980505138,32.0,227,101,3.8066624897703196,5.771441123130016,1159
7144,77,10.0,53.0,260,142,3.8501476017100584,5.961005339623274,1307
7145,54,8.717797887081348,34.0,188,88,3.367295829986474,5.60947179518496,912
7146,65,9.055385138137417,40.0,205,87,3.6375861597263857,5.771441123130016,1008
7147,73,9.055385138137417,35.0,196,126,3.6635616461296463,5.886104031450156,1138
7148,70,8.48528137423857,29.0,208,87,3.6109179126442243,5.846438775057725,1031
7149,53,8.366600265340756,37.0,197,98,3.4965075614664802,5.602118820879701,902
7150,78,9.9498743710662,36.0,219,135,3.912023005428146,5.929589143389895,1238
7151,67,8.54400374531753,45.0,233,83,3.5553480614894135,5.808142489980444,1082
7152,66,8.602325267042627,48.0,231,122,3.9318256327243257,5.780743515792329,1132
7153,62,9.16515138991168,36.0,219,119,3.7612001156935624,5.713732805509369,1087
7154,52,8.366600265340756,24.0,188,85,3.4657359027997265,5.575949103146316,861
7155,71,9.055385138137417,49.0,176,97,3.7376696182833684,5.869296913133774,1030
7156,71,10.862780491200215,45.0,263,170,3.970291913552122,5.857933154483459,1325
7157,67,8.12403840463596,35.0,190,91,3.332204510175204,5.811140992976701,973
7158,63,8.774964387392123,44.0,211,111,3.6109179126442243,5.749392985908253,1020
7159,85,10.770329614269007,52.0,260,139,4.0943445622221,6.035481432524756,1372
7160,73,8.717797887081348,53.0,200,108,3.713572066704308,5.8805329864007,1068
7161,63,9.327379053088816,44.0,218,82,3.828641396489095,5.762051382780177,1011
7162,55,9.219544457292887,36.0,204,103,3.332204510175204,5.598421958998375,948
7163,72,9.643650760992955,43.0,238,153,4.110873864173311,5.87493073085203,1256
7164,58,8.06225774829855,58.0,194,93,3.4339872044851463,5.634789603169249,933
7165,77,10.344080432788601,55.0,242,153,4.04305126783455,5.91350300563827,1286
7166,69,9.16515138991168,63.0,217,100,3.6375861597263857,5.823045895483019,1140
7167,58,11.135528725660043,36.0,224,147,4.30406509320417,5.659482215759621,1188
7168,59,10.770329614269007,34.0,208,103,3.4657359027997265,5.720311776607412,1017
7169,68,8.246211251235321,39.0,202,91,3.5553480614894135,5.846438775057725,994
7170,57,9.055385138137417,33.0,164,71,3.367295829986474,5.680172609017068,835
7171,63,9.899494936611665,45.0,206,97,3.6635616461296463,5.749392985908253,1060
7172,74,8.831760866327848,38.0,198,92,3.9318256327243257,5.8971538676367405,1091
7173,55,8.54400374531753,27.0,176,71,3.367295829986474,5.62040086571715,827
7174,63,9.055385138137417,35.0,211,104,3.6635616461296463,5.746203190540153,1037
7175,66,8.717797887081348,25.0,223,119,4.07753744390572,5.777652323222656,1104
7176,66,9.0,38.0,196,128,3.784189633918261,5.7899601708972535,1072
7177,74,8.717797887081348,32.0,243,104,3.713572066704308,5.910796644040527,1164
7178,69,9.433981132056603,42.0,220,80,3.784189633918261,5.82600010738045,1093
7179,63,9.055385138137417,48.0,182,86,3.8501476017100584,5.726847747587197,980
7180,62,10.488088481701515,37.0,194,108,3.7376696182833684,5.755742213586912,1079
7181,72,9.848857801796104,36.0,215,118,3.8066624897703196,5.863631175598097,1118
7182,67,10.14889156509222,38.0,228,114,3.8918202981106265,5.7899601708972535,1139
7183,66,9.38083151964686,31.0,188,114,4.110873864173311,5.762051382780177,1026
7184,75,9.327379053088816,58.0,233,152,3.828641396489095,5.921578419643816,1224
7185,72,9.38083151964686,50.0,260,152,3.871201010907891,5.883322388488279,1245
7186,65,9.055385138137417,37.0,213,79,3.784189633918261,5.755742213586912,991
7187,64,7.937253933193772,40.0,203,106,3.9512437185814275,5.75890177387728,1006
7188,63,8.602325267042627,34.0,169,117,3.4339872044851463,5.739792912179234,949
7189,72,9.38083151964686,32.0,178,103,3.4965075614664802,5.869296913133774,1055
7190,73,9.1104335791443,24.0,197,90,3.7612001156935624,5.883322388488279,1050
7191,68,9.643650760992955,39.0,184,129,4.04305126783455,5.808142489980444,1072
7192,53,8.366600265340756,38.0,168,70,3.4965075614664802,5.6131281063880705,840
7193,75,9.273618495495704,34.0,241,131,3.8918202981106265,5.908082938168931,1194
7194,66,8.306623862918075,32.0,184,106,3.5553480614894135,5.7745515455444085,965
7195,79,8.660254037844387,66.0,208,127,3.8501476017100584,5.955837369464831,1191
7196,69,8.366600265340756,34.0,204,91,3.58351893845611,5.817111159963204,1034
7197,64,9.539392014169456,70.0,239,127,3.6635616461296463,5.730099782973574,1144
7198,58,8.54400374531753,28.0,182,82,3.784189633918261,5.652489180268651,921
7199,65,11.180339887498949,49.0,197,83,3.912023005428146,5.7899601708972535,1129
7200,66,10.44030650891055,30.0,247,155,3.784189633918261,5.7899601708972535,1175
7201,68,9.486832980505138,33.0,232,115,3.828641396489095,5.808142489980444,1146
7202,62,10.198039027185569,63.0,235,139,3.6635616461296463,5.733341276897746,1161
7203,71,9.16515138991168,31.0,190,94,3.5553480614894135,5.855071922202427,1007
7204,70,9.797958971132712,38.0,226,137,3.9512437185814275,5.8377304471659395,1194
7205,73,11.045361017187261,42.0,211,140,3.7612001156935624,5.869296913133774,1225
7206,56,8.366600265340756,35.0,159,78,3.4339872044851463,5.638354669333745,845
7207,71,9.16515138991168,30.0,186,131,3.6375861597263857,5.8944028342648505,1040
7208,76,8.48528137423857,42.0,241,179,3.367295829986474,5.921578419643816,1150
7209,75,10.246950765959598,34.0,221,116,3.871201010907891,5.91350300563827,1151
7210,52,8.306623862918075,24.0,182,77,3.5263605246161616,5.575949103146316,856
7211,59,8.12403840463596,37.0,189,100,3.367295829986474,5.68697535633982,913
7212,55,8.54400374531753,39.0,181,81,3.58351893845611,5.605802066295998,865
7213,60,9.797958971132712,55.0,160,88,3.970291913552122,5.71042701737487,962
7214,72,9.055385138137417,35.0,192,88,3.5553480614894135,5.8664680569332965,996
7215,69,9.797958971132712,27.0,201,93,3.828641396489095,5.831882477283517,1044
7216,68,8.18535277187245,50.0,201,109,3.7376696182833684,5.808142489980444,1053
7217,57,7.874007874011811,27.0,177,85,3.713572066704308,5.648974238161206,875
7218,63,9.695359714832659,50.0,212,101,3.5263605246161616,5.752572638825633,1092
7219,55,8.94427190999916,38.0,184,94,3.4339872044851463,5.58724865840025,920
7220,72,9.591663046625438,35.0,207,126,3.6635616461296463,5.877735781779639,1137
7221,62,8.888194417315589,28.0,172,85,3.4011973816621555,5.723585101952381,895
7222,73,9.1104335791443,62.0,198,144,3.6888794541139363,5.8888779583328805,1175
7223,74,9.848857801796104,44.0,185,124,3.6635616461296463,5.908082938168931,1073
7224,75,7.810249675906654,31.0,242,159,3.7612001156935624,5.883322388488279,1136
7225,60,8.366600265340756,27.0,173,104,3.4339872044851463,5.680172609017068,909
7226,74,8.426149773176359,32.0,236,175,3.332204510175204,5.905361848054571,1157
7227,76,9.9498743710662,71.0,265,160,3.784189633918261,5.940171252720432,1350
7228,49,8.06225774829855,22.0,149,84,3.367295829986474,5.5254529391317835,766
7229,72,8.774964387392123,37.0,232,126,3.7612001156935624,5.8971538676367405,1155
7230,63,9.273618495495704,33.0,200,103,3.871201010907891,5.726847747587197,1091
7231,75,11.874342087037917,31.0,232,113,3.6375861597263857,5.902633333401366,1214
7232,74,9.746794344808963,52.0,228,134,3.713572066704308,5.8805329864007,1221
7233,57,8.246211251235321,21.0,168,86,3.295836866004329,5.652489180268651,853
7234,75,9.695359714832659,67.0,217,149,3.7612001156935624,5.8998973535824915,1234
7235,61,9.433981132056603,32.0,192,106,3.8918202981106265,5.71042701737487,1055
7236,62,8.12403840463596,33.0,190,99,3.6635616461296463,5.730099782973574,916
7237,82,11.789826122551595,41.0,237,135,3.970291913552122,6.013715156042802,1316
7238,74,9.643650760992955,31.0,186,142,3.912023005428146,5.910796644040527,1173
7239,69,10.862780491200215,40.0,234,137,3.58351893845611,5.820082930352362,1203
7240,90,12.0,37.0,268,171,3.871201010907891,6.0844994130751715,1442
7241,74,9.486832980505138,39.0,236,137,3.7612001156935624,5.916202062607435,1197
7242,54,9.486832980505138,48.0,199,131,3.9889840465642745,5.575949103146316,1046
7243,73,9.539392014169456,60.0,239,95,3.828641396489095,5.87493073085203,1169
7244,77,9.746794344808963,36.0,274,139,3.9318256327243257,5.937536205082426,1264
7245,72,9.327379053088816,66.0,234,148,3.713572066704308,5.860786223465865,1255
7246,63,8.888194417315589,34.0,225,118,3.784189633918261,5.730099782973574,1085
7247,73,9.486832980505138,40.0,194,129,3.713572066704308,5.8888779583328805,1135
7248,67,9.1104335791443,24.0,226,181,3.6635616461296463,5.720311776607412,1107
7249,70,8.717797887081348,39.0,222,151,3.784189633918261,5.820082930352362,1103
7250,82,8.54400374531753,34.0,240,169,3.912023005428146,5.993961427306569,1228
7251,64,8.366600265340756,39.0,159,90,3.6109179126442243,5.752572638825633,913
7252,68,8.831760866327848,41.0,225,106,3.6888794541139363,5.814130531825066,1062
7253,59,8.18535277187245,24.0,183,79,3.4339872044851463,5.697093486505405,883
7254,80,9.591663046625438,42.0,235,169,3.8501476017100584,5.976350909297934,1271
7255,67,9.433981132056603,24.0,208,88,3.871201010907891,5.796057750765372,990
7256,61,8.717797887081348,22.0,182,83,3.9512437185814275,5.700443573390687,897
7257,76,9.9498743710662,53.0,241,151,3.9318256327243257,5.916202062607435,1252
7258,70,9.695359714832659,51.0,236,128,3.9889840465642745,5.846438775057725,1203
7259,59,9.327379053088816,24.0,198,99,3.871201010907891,5.707110264748875,965
7260,65,10.04987562112089,55.0,206,133,3.6888794541139363,5.771441123130016,1162
7261,70,11.269427669584644,59.0,237,131,3.7376696182833684,5.855071922202427,1280
7262,67,10.246950765959598,45.0,228,148,3.9512437185814275,5.805134968916488,1213
7263,62,8.246211251235321,29.0,179,91,3.4657359027997265,5.713732805509369,915
7264,70,9.0,37.0,220,143,3.5553480614894135,5.8522024797744745,1170
7265,68,8.06225774829855,38.0,202,80,3.4965075614664802,5.84354441703136,969
7266,69,8.717797887081348,39.0,227,112,3.8501476017100584,5.814130531825066,1141
7267,78,10.295630140987,51.0,249,111,3.4965075614664802,5.963579343618446,1263
7268,60,8.06225774829855,22.0,167,77,3.4657359027997265,5.717027701406222,855
7269,70,8.306623862918075,36.0,212,131,3.4339872044851463,5.8522024797744745,1043
7270,81,9.486832980505138,67.0,247,133,3.7612001156935624,5.966146739123692,1258
7271,60,8.831760866327848,38.0,208,107,3.8501476017100584,5.683579767338681,1046
7272,57,7.810249675906654,28.0,160,82,3.4657359027997265,5.638354669333745,829
7273,70,8.774964387392123,29.0,203,98,3.6109179126442243,5.860786223465865,979
7274,64,8.602325267042627,34.0,169,94,3.6375861597263857,5.746203190540153,917
