,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
9200,50,149,159,73.0,205,218,135,44,1222
9201,59,238,257,72.0,291,266,162,52,1610
9202,71,295,313,71.0,326,308,206,54,1850
9203,67,246,273,78.0,273,263,194,46,1633
9204,74,258,301,77.0,321,267,211,54,1804
9205,68,252,314,62.0,301,296,191,44,1732
9206,75,289,327,72.0,341,312,225,57,1913
9207,70,295,301,72.0,324,276,188,49,1778
9208,57,216,211,61.0,255,211,165,49,1396
9209,62,272,215,67.0,306,269,169,52,1645
9210,76,276,310,68.0,333,353,221,57,1922
9211,67,261,283,73.0,296,297,190,50,1741
9212,55,206,210,50.0,244,211,152,59,1378
9213,74,327,362,72.0,364,309,207,60,1983
9214,64,244,259,62.0,272,260,183,51,1581
9215,72,277,275,55.0,295,290,212,49,1725
9216,86,372,387,90.0,359,377,236,60,2224
9217,64,227,223,60.0,297,242,185,33,1539
9218,59,219,232,68.0,260,250,163,55,1493
9219,61,220,244,53.0,243,270,187,52,1522
9220,59,202,207,56.0,270,239,163,46,1448
9221,74,314,316,67.0,307,301,212,51,1846
9222,83,353,386,74.0,362,371,248,49,2141
9223,67,261,297,84.0,239,287,180,47,1705
9224,83,374,408,83.0,377,378,227,36,2209
9225,72,250,281,76.0,305,262,213,53,1726
9226,63,216,231,66.0,238,234,191,43,1495
9227,66,275,309,70.0,282,273,194,52,1717
9228,64,237,267,77.0,269,263,178,44,1622
9229,59,236,267,65.0,277,238,156,39,1534
9230,70,281,322,72.0,354,303,202,44,1863
9231,67,296,307,65.0,330,297,180,51,1809
9232,62,256,291,64.0,310,263,169,45,1666
9233,58,214,230,59.0,234,249,183,51,1470
9234,74,300,344,72.0,353,308,206,67,1919
9235,70,258,288,71.0,287,320,193,57,1779
9236,64,248,253,71.0,279,250,183,51,1609
9237,72,285,319,70.0,330,309,204,64,1871
9238,71,311,306,65.0,312,318,209,44,1866
9239,67,233,219,63.0,309,245,183,57,1565
9240,69,284,285,82.0,361,277,198,54,1836
9241,69,250,262,66.0,281,303,203,42,1694
9242,61,235,226,88.0,275,241,172,50,1574
9243,65,207,259,84.0,335,265,181,50,1693
9244,59,198,211,58.0,228,249,181,42,1426
9245,69,296,271,72.0,281,283,195,51,1739
9246,71,261,273,62.0,273,277,206,40,1666
9247,72,277,320,74.0,334,301,217,56,1833
9248,66,262,280,74.0,303,267,178,41,1711
9249,61,240,279,62.0,276,261,179,46,1578
9250,61,246,261,65.0,286,258,171,42,1607
9251,79,293,358,88.0,375,332,221,49,2046
9252,60,279,240,70.0,266,257,162,50,1594
9253,68,264,298,78.0,300,293,195,42,1761
9254,61,212,220,64.0,276,253,175,44,1506
9255,71,275,295,71.0,242,281,211,60,1712
9256,62,220,286,67.0,297,278,177,61,1658
9257,67,231,316,68.0,281,272,190,48,1680
9258,75,304,306,77.0,313,304,218,50,1877
9259,69,306,335,65.0,342,335,207,55,1909
9260,55,189,181,70.0,247,224,162,50,1372
9261,76,277,232,69.0,297,257,225,54,1706
9262,67,275,277,77.0,285,307,184,61,1759
9263,69,270,323,67.0,364,296,192,57,1849
9264,61,230,241,64.0,242,244,172,41,1465
9265,71,291,346,72.0,282,295,184,49,1795
9266,65,254,257,64.0,308,242,174,58,1636
9267,68,306,270,66.0,346,329,205,54,1809
9268,66,301,324,67.0,333,316,201,50,1850
9269,63,216,227,60.0,265,258,185,47,1509
9270,80,339,347,60.0,350,355,228,54,2007
9271,63,225,216,61.0,254,246,188,41,1487
9272,65,235,210,54.0,251,225,195,57,1489
9273,61,202,183,66.0,230,231,195,53,1427
9274,71,259,287,65.0,271,300,207,49,1696
9275,67,260,319,70.0,326,261,186,47,1747
9276,70,312,306,57.0,340,295,210,46,1801
9277,61,248,236,65.0,295,263,171,41,1588
9278,66,248,305,60.0,287,286,193,51,1667
9279,63,217,244,69.0,251,268,191,52,1543
9280,67,288,293,77.0,323,296,192,50,1823
9281,63,256,291,51.0,312,288,163,58,1664
9282,71,288,291,68.0,308,299,209,51,1784
9283,63,221,207,58.0,267,210,187,44,1446
9284,72,269,277,63.0,293,283,215,45,1696
9285,76,304,337,69.0,343,336,228,55,1967
9286,64,214,217,44.0,286,209,194,47,1462
9287,61,242,278,62.0,306,262,165,46,1624
9288,67,256,260,60.0,272,279,197,53,1603
9289,60,258,269,69.0,305,269,170,60,1644
9290,68,299,349,63.0,337,313,204,50,1869
9291,60,201,206,59.0,239,246,185,37,1390
9292,57,206,236,63.0,253,242,149,45,1466
9293,75,298,352,68.0,346,317,224,49,1924
9294,60,213,219,58.0,278,250,183,58,1507
9295,63,233,225,57.0,256,237,187,42,1485
9296,63,238,238,62.0,275,272,180,60,1583
9297,60,220,217,72.0,243,239,181,49,1503
9298,66,286,323,68.0,365,300,190,44,1835
9299,74,277,287,59.0,304,291,218,52,1751
9300,69,246,315,65.0,365,289,196,62,1801
9301,70,310,324,76.0,342,330,203,44,1901
9302,61,212,208,63.0,287,226,174,56,1477
9303,77,322,366,73.0,350,335,231,51,2024
9304,60,202,198,62.0,263,251,177,48,1436
9305,60,204,204,57.0,257,249,181,52,1453
9306,66,273,294,61.0,328,284,184,49,1742
9307,71,316,328,73.0,355,318,212,48,1935
9308,67,244,254,67.0,287,285,202,44,1658
9309,69,244,242,62.0,289,270,199,53,1639
9310,69,257,278,63.0,293,290,202,46,1699
9311,65,285,304,74.0,319,280,173,67,1804
9312,67,258,273,49.0,287,276,193,45,1645
9313,64,231,228,70.0,236,236,179,51,1520
9314,72,292,306,70.0,368,285,200,63,1865
9315,64,232,225,68.0,293,238,176,52,1546
9316,75,318,346,64.0,363,347,228,49,1981
9317,68,266,249,63.0,304,279,201,51,1661
9318,57,217,207,58.0,254,231,156,52,1426
9319,65,224,245,63.0,288,271,193,36,1575
9320,58,193,213,68.0,237,216,168,48,1412
9321,68,237,244,62.0,306,249,193,51,1604
9322,63,236,252,57.0,292,275,178,36,1579
9323,65,228,236,64.0,301,216,185,49,1524
9324,69,288,299,60.0,304,281,202,53,1747
9325,68,261,253,64.0,306,279,202,45,1669
9326,74,284,231,72.0,359,242,220,50,1755
9327,65,252,253,52.0,307,257,187,54,1591
9328,73,320,302,70.0,357,341,217,54,1929
9329,68,287,303,61.0,318,316,199,45,1780
9330,75,278,264,56.0,305,292,219,57,1743
9331,65,217,252,55.0,336,239,199,52,1597
9332,60,192,211,59.0,258,197,176,48,1410
9333,73,306,331,62.0,343,327,222,74,1945
9334,75,281,293,74.0,322,303,215,57,1855
9335,66,242,248,44.0,325,244,185,75,1574
9336,66,252,290,72.0,326,285,188,52,1748
9337,62,215,192,48.0,252,233,180,52,1399
9338,69,239,234,59.0,269,258,207,55,1573
9339,66,262,295,61.0,307,293,196,61,1732
9340,67,244,257,76.0,285,262,193,43,1633
9341,63,220,194,66.0,267,233,199,47,1483
9342,59,213,203,68.0,262,220,173,42,1439
9343,69,236,238,55.0,286,242,216,56,1618
9344,64,241,243,80.0,309,255,177,59,1638
9345,61,229,222,65.0,266,246,172,43,1496
9346,63,210,205,58.0,250,249,179,44,1454
9347,73,283,312,70.0,362,326,209,58,1879
9348,66,253,263,63.0,320,247,189,61,1651
9349,64,226,218,58.0,251,230,204,45,1473
9350,57,188,188,65.0,258,216,165,47,1383
9351,54,177,188,66.0,254,214,154,46,1356
9352,67,245,275,74.0,277,300,192,59,1677
9353,64,220,250,77.0,291,244,189,44,1603
9354,65,219,246,50.0,241,249,195,60,1533
9355,61,230,216,69.0,248,232,178,58,1499
9356,67,303,337,43.0,349,301,192,52,1818
9357,70,253,261,66.0,280,269,205,48,1672
9358,68,240,273,77.0,337,269,196,52,1734
9359,65,262,301,74.0,295,266,184,46,1704
9360,64,243,223,62.0,297,220,193,56,1544
9361,68,245,303,63.0,327,252,196,51,1703
9362,78,343,361,65.0,353,370,237,57,2071
9363,74,315,312,70.0,321,312,215,47,1866
9364,70,297,314,68.0,341,318,200,59,1868
9365,65,232,289,62.0,273,249,189,43,1607
9366,60,245,242,70.0,307,313,163,53,1646
9367,82,359,362,65.0,395,355,240,64,2114
9368,55,179,196,74.0,276,212,148,47,1419
9369,67,299,299,75.0,339,313,192,58,1859
9370,65,271,246,69.0,338,249,187,43,1663
9371,63,211,232,61.0,253,244,187,34,1483
9372,61,260,248,74.0,262,257,151,50,1588
9373,55,226,246,60.0,249,251,152,54,1478
9374,73,339,343,76.0,386,356,203,36,2036
9375,72,291,303,68.0,359,325,220,50,1874
9376,65,237,271,60.0,273,288,186,53,1635
9377,64,249,272,80.0,251,276,190,49,1632
9378,67,250,249,59.0,308,275,191,47,1664
9379,66,258,286,71.0,306,300,181,63,1746
9380,62,221,250,62.0,241,231,179,53,1502
9381,59,216,253,73.0,272,213,155,55,1510
9382,62,266,312,57.0,306,283,173,56,1693
9383,70,238,264,71.0,265,285,204,51,1653
9384,70,259,337,77.0,310,329,205,58,1863
9385,66,255,297,70.0,271,278,184,51,1675
9386,56,206,195,55.0,271,224,162,52,1387
9387,63,271,264,67.0,309,293,175,54,1685
9388,72,293,331,73.0,346,338,204,53,1915
9389,73,292,285,75.0,357,317,213,54,1900
9390,79,353,377,83.0,319,356,216,63,2077
9391,75,343,358,73.0,382,369,205,50,2069
9392,68,259,293,64.0,272,300,181,50,1726
9393,63,266,271,57.0,323,281,169,44,1671
9394,74,312,303,71.0,334,350,214,52,1912
9395,76,356,375,73.0,367,363,215,59,2092
9396,65,264,310,69.0,335,303,200,57,1765
9397,74,299,339,70.0,339,314,204,51,1901
9398,60,254,286,64.0,273,258,159,48,1599
9399,71,331,346,75.0,350,302,190,49,1935
9400,70,277,305,76.0,311,318,201,67,1852
9401,73,325,312,73.0,352,324,208,51,1933
9402,68,305,322,76.0,324,293,170,49,1822
9403,55,185,209,52.0,246,220,152,36,1375
9404,74,328,360,76.0,354,349,215,61,2047
9405,60,238,271,64.0,246,263,172,60,1580
9406,69,295,318,69.0,321,330,202,47,1866
9407,59,212,228,73.0,295,207,158,63,1523
9408,79,349,327,63.0,357,335,226,49,2012
9409,69,286,275,78.0,228,292,201,55,1730
9410,72,294,296,66.0,322,296,203,51,1812
9411,65,282,333,70.0,328,263,178,41,1762
9412,58,193,208,61.0,259,244,166,48,1437
9413,64,253,246,81.0,298,303,188,67,1727
9414,66,285,291,65.0,290,282,183,56,1714
9415,68,285,346,76.0,303,334,191,51,1883
9416,61,227,202,79.0,260,228,169,48,1513
9417,66,256,319,71.0,356,331,187,51,1845
9418,65,230,243,65.0,236,271,200,51,1560
9419,70,288,266,62.0,321,290,198,34,1750
9420,67,261,328,52.0,253,297,206,43,1691
9421,64,255,284,68.0,317,288,170,56,1707
9422,73,322,350,71.0,368,334,205,54,1981
9423,68,291,263,75.0,323,300,189,56,1791
9424,77,345,380,77.0,343,370,231,43,2084
9425,72,327,358,75.0,341,321,204,41,1969
9426,68,278,275,76.0,304,296,191,56,1769
9427,61,231,248,75.0,270,252,170,50,1562
9428,63,265,282,72.0,308,275,161,60,1697
9429,74,293,325,69.0,314,321,205,54,1882
9430,68,254,298,64.0,343,278,196,50,1757
9431,79,314,312,87.0,333,334,228,59,2016
9432,58,194,203,58.0,213,222,168,51,1382
9433,65,256,284,77.0,328,263,178,53,1722
9434,71,286,336,59.0,363,307,189,46,1864
9435,66,271,303,78.0,309,296,187,52,1774
9436,69,291,292,76.0,313,261,160,51,1749
9437,66,260,291,82.0,303,269,190,53,1741
9438,77,324,330,77.0,356,305,211,56,1969
9439,71,295,322,70.0,300,317,206,44,1838
9440,63,234,237,47.0,286,270,184,51,1562
9441,58,256,276,63.0,269,246,152,41,1569
9442,72,318,337,78.0,316,283,192,52,1881
9443,72,310,331,70.0,302,265,223,52,1828
9444,69,303,320,69.0,347,315,202,37,1866
9445,76,319,352,85.0,341,350,214,59,2041
9446,71,285,339,68.0,323,280,216,47,1818
9447,68,304,336,60.0,340,283,192,55,1849
9448,66,234,267,61.0,242,252,197,49,1584
9449,76,321,309,80.0,334,337,223,64,1966
9450,63,245,259,69.0,269,244,169,49,1562
9451,62,288,262,73.0,292,281,166,65,1690
9452,68,281,309,73.0,298,267,189,46,1711
9453,58,196,219,59.0,235,235,172,40,1406
9454,61,226,226,67.0,243,257,172,47,1503
9455,67,325,348,71.0,354,334,189,53,1940
9456,80,335,360,71.0,359,355,238,58,2070
9457,69,242,285,64.0,268,279,204,64,1668
9458,61,240,223,58.0,243,238,170,64,1476
9459,64,262,296,66.0,311,283,178,59,1713
9460,61,255,271,66.0,296,276,173,49,1664
9461,61,238,259,59.0,299,264,162,57,1605
9462,73,327,330,79.0,380,345,196,60,2025
9463,81,327,361,83.0,336,354,228,60,2068
9464,66,288,288,59.0,324,294,184,44,1743
9465,83,359,415,82.0,396,401,240,62,2280
9466,73,259,292,74.0,296,269,209,55,1748
9467,63,253,222,77.0,277,231,166,51,1562
9468,76,327,363,79.0,338,338,211,60,2032
9469,66,283,316,68.0,322,289,205,52,1795
9470,62,228,258,68.0,262,249,174,49,1568
9471,65,275,293,76.0,316,295,175,53,1764
9472,78,307,321,82.0,340,331,220,55,1999
9473,70,292,332,60.0,376,294,193,56,1870
9474,83,350,368,85.0,336,362,234,56,2125
9475,57,195,224,62.0,231,218,174,52,1412
9476,59,252,266,79.0,300,264,172,50,1662
9477,80,345,364,77.0,365,347,229,52,2113
9478,80,322,361,83.0,336,354,230,60,2065
9479,75,293,361,71.0,373,329,223,60,1998
9480,63,243,261,66.0,267,264,172,63,1625
9481,85,364,369,78.0,398,364,243,40,2178
9482,82,334,339,76.0,329,336,235,51,2020
9483,72,258,347,85.0,362,305,195,57,1937
9484,61,231,273,72.0,265,275,174,60,1644
9485,67,269,235,77.0,317,278,200,65,1724
9486,66,290,309,72.0,322,298,198,53,1805
9487,66,255,261,68.0,246,218,184,60,1534
9488,67,283,322,67.0,313,305,188,57,1798
9489,64,288,283,80.0,285,288,184,61,1747
9490,66,293,269,73.0,321,297,175,65,1783
9491,75,344,368,66.0,377,344,227,53,2051
9492,60,225,212,63.0,246,226,180,52,1480
9493,68,294,343,71.0,349,305,186,60,1873
9494,72,323,326,64.0,344,329,203,53,1921
9495,67,248,301,85.0,282,290,189,66,1766
9496,79,314,312,86.0,314,334,227,59,1990
9497,65,269,293,66.0,244,261,183,54,1635
9498,53,246,284,69.0,225,217,152,45,1494
9499,79,336,378,76.0,364,323,218,57,2064
9500,66,265,234,60.0,314,260,200,59,1641
9501,62,236,246,73.0,282,233,160,46,1562
9502,68,290,325,75.0,378,321,190,57,1927
9503,68,240,230,62.0,328,288,194,63,1676
9504,63,238,242,68.0,306,272,183,52,1647
9505,64,253,249,71.0,263,239,175,55,1578
9506,68,304,280,65.0,325,291,192,49,1792
9507,69,259,303,74.0,292,263,196,54,1726
9508,64,297,323,75.0,335,307,176,57,1824
9509,64,290,270,84.0,322,293,173,52,1770
9510,73,266,272,76.0,298,291,214,54,1771
9511,62,262,253,77.0,275,247,162,50,1603
9512,63,266,295,71.0,284,272,170,46,1670
9513,65,285,263,62.0,299,269,169,56,1689
9514,72,258,281,77.0,296,281,205,41,1740
9515,76,342,344,72.0,364,337,215,51,2018
9516,69,251,242,75.0,312,285,202,56,1727
9517,69,255,252,70.0,304,315,194,44,1745
9518,77,298,311,67.0,332,319,223,68,1901
9519,75,308,358,73.0,358,347,213,59,2026
9520,68,279,273,82.0,303,305,171,43,1780
9521,64,268,261,66.0,318,290,178,58,1694
9522,72,283,275,70.0,305,327,217,58,1805
9523,69,292,284,72.0,296,278,196,54,1761
9524,59,239,226,63.0,258,238,162,62,1504
9525,70,227,274,75.0,256,280,201,48,1647
9526,76,363,394,76.0,384,378,211,53,2163
9527,59,228,184,62.0,253,255,165,48,1440
9528,67,290,313,74.0,336,296,176,43,1822
9529,66,276,244,48.0,282,234,181,53,1573
9530,73,280,311,47.0,282,305,215,58,1751
9531,60,229,251,68.0,280,268,165,45,1558
9532,74,288,314,84.0,297,289,208,49,1854
9533,65,250,292,81.0,325,277,178,44,1746
9534,70,246,331,79.0,324,295,190,42,1808
9535,64,267,272,73.0,327,265,166,49,1699
9536,63,263,258,66.0,267,277,189,51,1631
9537,66,295,314,70.0,301,289,177,47,1772
9538,74,290,308,74.0,307,309,211,53,1861
9539,60,223,263,78.0,235,272,166,51,1561
9540,72,278,294,78.0,349,317,191,50,1877
9541,70,281,317,78.0,317,295,185,52,1849
9542,56,222,215,62.0,276,236,158,41,1488
9543,62,264,258,75.0,283,273,174,61,1694
9544,66,278,284,68.0,298,293,182,50,1726
9545,65,280,268,68.0,320,276,179,48,1704
9546,72,277,316,78.0,341,325,190,55,1892
9547,63,285,295,85.0,304,273,177,48,1752
9548,73,295,328,79.0,339,316,202,47,1920
9549,59,263,230,74.0,315,251,154,60,1577
9550,66,273,293,69.0,313,288,174,56,1754
9551,72,263,288,68.0,309,265,205,58,1743
9552,66,242,243,63.0,277,268,190,58,1630
9553,71,246,328,76.0,300,312,203,48,1821
9554,63,228,219,60.0,247,260,198,52,1528
9555,72,331,333,79.0,348,298,205,48,1928
9556,62,237,228,64.0,266,239,183,61,1529
9557,67,277,297,55.0,319,293,198,66,1732
9558,64,230,240,61.0,246,244,194,54,1517
9559,72,303,351,74.0,317,306,204,43,1916
9560,70,303,317,71.0,325,290,195,48,1847
9561,72,328,305,64.0,349,328,211,46,1901
9562,56,227,245,76.0,231,237,165,48,1504
9563,72,304,354,73.0,347,329,207,49,1949
9564,64,288,270,47.0,244,251,187,54,1597
9565,59,211,238,76.0,264,229,162,56,1514
9566,70,294,337,65.0,363,308,197,67,1913
9567,73,271,270,72.0,344,287,200,60,1813
9568,68,261,274,75.0,319,290,185,47,1742
9569,71,255,321,69.0,295,245,203,54,1718
9570,76,317,316,74.0,378,326,214,45,1983
9571,77,329,382,89.0,336,344,227,55,2087
9572,70,279,329,66.0,355,315,196,45,1861
9573,66,251,306,69.0,343,276,176,58,1761
9574,65,251,239,61.0,317,243,178,53,1602
9575,67,264,321,67.0,329,317,192,55,1809
9576,70,253,294,52.0,258,267,213,49,1645
9577,74,294,314,74.0,355,330,214,61,1910
9578,67,192,200,70.0,252,262,207,60,1492
9579,69,257,266,62.0,336,278,198,45,1717
9580,61,279,287,65.0,308,247,165,54,1657
9581,71,330,362,68.0,332,354,215,23,1956
9582,61,235,255,61.0,261,258,177,32,1525
9583,63,268,299,65.0,282,259,175,44,1675
9584,73,330,375,77.0,339,347,202,58,2033
9585,71,261,316,75.0,334,327,206,44,1860
9586,78,298,347,64.0,345,323,222,55,1959
9587,69,294,340,72.0,320,308,195,59,1879
9588,65,255,281,80.0,314,266,172,40,1686
9589,66,288,342,71.0,338,299,185,54,1839
9590,80,313,323,74.0,321,354,224,58,1996
9591,71,328,333,77.0,339,319,195,44,1926
9592,68,250,269,66.0,282,279,198,50,1661
9593,77,349,348,72.0,354,354,224,55,2050
9594,73,308,323,70.0,357,316,203,57,1918
9595,64,293,306,66.0,329,299,185,52,1784
9596,61,255,264,67.0,282,257,179,55,1638
9597,67,261,306,79.0,313,288,181,43,1769
9598,71,281,338,78.0,340,318,207,50,1894
9599,54,242,230,57.0,223,215,146,50,1399
9600,71,283,314,84.0,350,311,194,62,1917
9601,81,340,333,85.0,364,356,233,47,2111
9602,67,279,260,72.0,347,280,184,53,1773
9603,71,301,301,73.0,347,306,195,59,1871
9604,49,211,209,73.0,217,176,124,45,1313
9605,69,301,339,84.0,358,305,194,52,1948
9606,65,247,267,69.0,251,267,177,47,1628
9607,68,286,295,67.0,322,286,172,47,1769
9608,63,278,272,61.0,313,254,134,49,1622
9609,68,302,289,77.0,307,309,173,51,1810
9610,63,274,284,70.0,278,245,165,58,1646
9611,69,263,302,75.0,370,326,188,50,1856
9612,72,281,312,88.0,341,300,185,48,1889
9613,70,282,275,75.0,321,304,183,58,1795
9614,65,228,251,56.0,237,264,183,50,1571
9615,69,277,314,85.0,321,307,197,48,1844
9616,75,329,354,72.0,356,318,222,41,1973
9617,79,333,344,69.0,343,358,238,55,2047
9618,63,244,276,70.0,306,263,175,57,1666
9619,57,215,202,62.0,235,230,159,46,1405
9620,67,259,288,75.0,280,299,180,49,1697
9621,67,221,246,78.0,273,283,196,60,1641
9622,66,281,309,78.0,335,307,187,51,1839
9623,80,329,343,68.0,343,348,239,45,2007
9624,77,294,344,69.0,307,315,218,58,1886
9625,74,243,277,91.0,310,309,208,55,1831
9626,66,272,305,72.0,315,297,178,61,1779
9627,71,284,301,53.0,359,285,204,44,1796
9628,67,246,247,79.0,326,298,190,55,1739
9629,80,355,367,89.0,401,382,215,54,2201
9630,81,396,403,64.0,401,357,232,50,2172
9631,75,308,343,74.0,367,343,207,54,2008
9632,78,308,336,80.0,366,297,230,58,1990
9633,68,258,265,76.0,295,279,199,59,1729
9634,64,269,295,72.0,326,264,183,52,1713
9635,61,236,274,70.0,271,273,166,48,1621
9636,65,248,253,60.0,314,254,187,55,1623
9637,62,241,273,65.0,301,265,160,52,1629
9638,68,281,271,64.0,353,259,197,61,1750
9639,76,323,368,82.0,386,318,209,44,2022
9640,63,246,278,65.0,333,271,174,54,1692
9641,68,284,273,75.0,306,265,190,55,1727
9642,75,341,367,63.0,367,340,224,71,2030
9643,69,242,309,73.0,323,261,189,37,1719
9644,64,249,273,70.0,303,285,182,48,1684
9645,72,276,354,75.0,313,287,202,52,1844
9646,61,205,218,62.0,243,213,156,44,1412
9647,65,208,200,51.0,264,241,197,54,1483
9648,77,316,346,66.0,374,327,229,55,2001
9649,64,249,244,72.0,241,272,193,52,1595
9650,70,264,283,61.0,289,281,204,46,1681
9651,64,236,243,66.0,271,236,184,50,1553
9652,66,250,260,68.0,280,263,191,62,1623
9653,74,284,309,63.0,324,287,220,54,1785
9654,69,264,281,76.0,301,283,200,63,1742
9655,77,323,356,75.0,376,322,221,42,2034
9656,75,303,295,61.0,281,308,225,54,1802
9657,65,229,300,67.0,322,267,193,63,1648
9658,61,224,247,80.0,197,242,180,57,1506
9659,64,241,264,76.0,274,282,185,60,1661
9660,72,327,344,65.0,375,355,205,54,1986
9661,77,291,354,79.0,367,336,214,51,2013
9662,74,316,325,79.0,386,330,206,64,2016
9663,66,282,286,72.0,305,292,186,48,1748
9664,71,299,310,70.0,350,317,204,67,1906
9665,69,246,288,76.0,274,283,193,58,1706
9666,74,275,337,78.0,340,285,217,52,1895
9667,63,256,271,77.0,280,269,178,49,1669
9668,70,283,328,69.0,331,308,209,56,1861
9669,75,287,276,63.0,362,309,225,66,1869
9670,63,215,271,70.0,253,253,183,48,1575
9671,74,312,374,73.0,383,278,226,57,1999
9672,66,258,281,65.0,301,258,187,55,1697
9673,73,275,327,79.0,333,325,209,57,1902
9674,71,261,272,70.0,312,260,204,57,1711
9675,70,267,292,79.0,318,297,183,43,1788
9676,67,244,255,73.0,326,285,183,60,1728
9677,66,276,311,67.0,320,303,186,50,1776
9678,75,295,328,67.0,306,311,208,60,1875
9679,64,264,288,70.0,270,271,188,59,1681
9680,73,252,309,67.0,320,314,219,57,1796
9681,68,254,307,79.0,296,282,200,61,1769
9682,63,227,245,71.0,294,273,180,45,1597
9683,69,273,294,66.0,257,284,205,53,1695
9684,77,331,348,77.0,362,319,215,39,2011
9685,65,228,238,65.0,246,277,191,55,1576
9686,58,253,227,64.0,279,235,158,47,1515
9687,68,286,333,80.0,298,290,180,51,1792
9688,73,243,259,74.0,290,276,211,59,1726
9689,66,237,250,64.0,274,246,184,64,1595
9690,68,288,312,71.0,334,315,197,60,1859
9691,71,306,334,67.0,359,309,207,54,1909
9692,67,273,309,62.0,305,309,196,58,1776
9693,70,262,265,81.0,272,278,203,54,1720
9694,72,269,301,75.0,352,281,212,53,1835
9695,75,314,297,76.0,326,322,218,48,1901
9696,76,311,330,80.0,308,319,213,60,1941
9697,78,288,345,76.0,386,329,221,62,2029
9698,74,299,323,79.0,330,329,207,54,1935
9699,75,297,290,67.0,319,321,226,47,1850
9700,75,301,335,77.0,362,307,207,44,1951
9701,70,330,327,67.0,336,322,194,56,1892
9702,62,225,227,65.0,273,253,179,56,1530
9703,79,338,316,60.0,387,364,227,56,2021
9704,72,292,300,72.0,337,299,202,52,1838
9705,65,246,250,71.0,279,280,187,52,1639
9706,55,219,213,70.0,226,259,146,43,1432
9707,66,244,269,85.0,336,296,189,65,1788
9708,65,242,238,69.0,236,231,176,39,1504
9709,67,277,311,85.0,346,286,192,53,1839
9710,62,215,268,82.0,309,244,165,71,1658
9711,67,269,301,78.0,331,281,177,53,1790
9712,75,307,327,76.0,337,342,219,49,1958
9713,71,275,311,69.0,308,294,210,38,1786
9714,67,242,276,83.0,303,286,190,50,1715
9715,71,268,319,72.0,255,278,205,52,1735
9716,72,309,354,73.0,359,311,204,55,1940
9717,68,245,278,67.0,317,260,201,58,1693
9718,74,341,328,77.0,369,345,203,44,1996
9719,72,294,321,82.0,353,299,181,51,1888
9720,66,250,281,59.0,328,312,191,47,1741
9721,69,271,334,59.0,316,294,201,63,1784
9722,73,288,275,73.0,315,292,218,58,1799
9723,65,228,227,48.0,241,204,207,55,1450
9724,69,288,321,77.0,306,316,187,57,1841
9725,58,220,242,56.0,326,261,164,48,1559
9726,59,241,254,74.0,310,248,156,41,1587
9727,76,320,368,75.0,350,339,222,55,2011
9728,65,223,260,75.0,270,273,186,56,1630
9729,68,241,277,67.0,297,262,194,52,1676
9730,69,281,347,76.0,321,331,202,46,1888
9731,72,284,273,67.0,364,313,212,48,1842
9732,71,301,333,73.0,342,338,204,54,1932
9733,66,257,270,66.0,291,271,185,45,1638
9734,72,293,309,76.0,373,309,191,44,1882
9735,75,370,329,73.0,355,319,209,43,1998
9736,72,260,256,69.0,311,254,216,67,1712
9737,72,282,318,82.0,336,317,201,63,1908
9738,75,325,352,72.0,357,323,211,44,1988
9739,77,332,343,85.0,323,348,215,54,2030
9740,68,258,263,63.0,298,265,184,51,1657
9741,67,240,285,58.0,351,296,196,49,1730
9742,68,294,312,75.0,335,297,186,43,1832
9743,62,215,244,85.0,243,246,178,46,1546
9744,73,324,362,72.0,344,294,215,60,1946
9745,72,304,328,65.0,336,304,211,56,1885
9746,65,259,276,71.0,305,271,188,54,1689
9747,69,302,292,71.0,301,311,195,70,1836
9748,72,309,323,77.0,329,319,202,59,1930
9749,65,213,251,63.0,246,226,201,49,1524
9750,78,355,368,68.0,395,351,226,51,2101
9751,74,289,364,70.0,348,338,215,52,1961
9752,64,250,242,78.0,310,287,176,47,1675
9753,68,265,283,74.0,327,289,187,56,1778
9754,67,243,303,86.0,260,300,187,57,1742
9755,70,313,311,65.0,350,317,206,56,1888
9756,69,234,247,65.0,287,222,203,63,1600
9757,59,197,291,70.0,290,246,164,63,1579
9758,75,323,364,68.0,402,347,215,59,2069
9759,52,214,223,52.0,249,224,130,51,1375
9760,62,226,226,63.0,274,235,175,62,1508
9761,69,260,321,79.0,313,284,196,64,1816
9762,68,243,301,68.0,289,254,201,54,1674
9763,71,256,251,70.0,292,289,215,41,1692
9764,66,251,291,75.0,308,297,187,64,1763
9765,64,271,273,77.0,323,303,187,60,1754
9766,62,216,220,65.0,235,251,191,54,1496
9767,75,294,297,89.0,318,311,219,61,1911
9768,60,198,225,62.0,233,236,174,63,1477
9769,74,317,373,70.0,363,350,225,67,2045
9770,65,225,291,71.0,282,239,177,65,1644
9771,63,254,294,70.0,300,254,173,53,1668
9772,57,200,203,66.0,246,217,159,46,1407
9773,68,235,243,88.0,301,252,188,51,1664
9774,73,308,297,73.0,343,321,215,63,1907
9775,65,290,297,66.0,289,261,194,53,1704
9776,70,258,244,67.0,271,296,206,63,1663
9777,66,255,267,67.0,348,252,187,59,1699
9778,67,261,272,70.0,337,302,183,56,1768
9779,69,253,248,70.0,270,278,210,50,1635
9780,66,263,246,75.0,302,271,189,54,1680
